period_start,state_code,state_name,species_group,drug_id,drug_name,amu_mg,treatment_count
2023-10-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1165141.1,2330
2023-10-01,KA,Karnataka,dairy,oxy,Oxytetracycline,7038320.1,3519
2023-10-01,KA,Karnataka,dairy,amox,Amoxicillin,4526176.8,3017
2023-10-01,KA,Karnataka,dairy,enro,Enrofloxacin,1915871.6,3832
2023-10-01,KA,Karnataka,poultry,oxy,Oxytetracycline,4933645.2,2467
2023-10-01,KA,Karnataka,poultry,amox,Amoxicillin,3661933.8,2441
2023-10-01,KA,Karnataka,poultry,enro,Enrofloxacin,1411426.3,2823
2023-10-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3117092.9,1559
2023-10-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,2033199.9,1355
2023-10-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,859483.8,1719
2023-11-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,14921215.1,7461
2023-11-01,MH,Maharashtra,dairy,amox,Amoxicillin,8606705.8,5738
2023-11-01,MH,Maharashtra,dairy,enro,Enrofloxacin,3509531.7,7019
2023-11-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,9992730.0,4996
2023-11-01,MH,Maharashtra,poultry,amox,Amoxicillin,5202452.7,3468
2023-11-01,MH,Maharashtra,poultry,enro,Enrofloxacin,2256724.1,4513
2023-11-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,4993036.9,2497
2023-11-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3218571.6,2146
2023-11-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1567507.5,3135
2023-11-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,9387728.3,4694
2023-11-01,GJ,Gujarat,dairy,amox,Amoxicillin,6170724.9,4114
2023-11-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3054949.8,6110
2023-11-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,7167348.1,3584
2023-11-01,GJ,Gujarat,poultry,amox,Amoxicillin,4958090.8,3305
2023-11-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1764907.0,3530
2023-11-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,4158323.0,2079
2023-11-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2387141.6,1591
2023-11-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1074306.9,2149
2023-11-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,14407862.2,7204
2023-11-01,RJ,Rajasthan,dairy,amox,Amoxicillin,6831512.6,4554
2023-11-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,3632848.9,7266
2023-11-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,9797027.5,4899
2023-11-01,RJ,Rajasthan,poultry,amox,Amoxicillin,5592438.5,3728
2023-11-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2144261.2,4289
2023-11-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,5505943.1,2753
2023-11-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3216595.2,2144
2023-11-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1465279.9,2931
2023-11-01,PB,Punjab,dairy,oxy,Oxytetracycline,9498551.1,4749
2023-11-01,PB,Punjab,dairy,amox,Amoxicillin,6831661.1,4554
2023-11-01,PB,Punjab,dairy,enro,Enrofloxacin,2422963.6,4846
2023-11-01,PB,Punjab,poultry,oxy,Oxytetracycline,6125605.5,3063
2023-11-01,PB,Punjab,poultry,amox,Amoxicillin,4315698.5,2877
2023-11-01,PB,Punjab,poultry,enro,Enrofloxacin,1826634.5,3653
2023-11-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,4428015.6,2214
2023-11-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2624143.6,1749
2023-11-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1057424.7,2115
2023-11-01,KA,Karnataka,dairy,oxy,Oxytetracycline,8014554.5,4007
2023-11-01,KA,Karnataka,dairy,amox,Amoxicillin,3827310.6,2552
2023-11-01,KA,Karnataka,dairy,enro,Enrofloxacin,1713958.8,3428
2023-11-01,KA,Karnataka,poultry,oxy,Oxytetracycline,4567445.0,2284
2023-11-01,KA,Karnataka,poultry,amox,Amoxicillin,3005531.6,2004
2023-11-01,KA,Karnataka,poultry,enro,Enrofloxacin,1136893.3,2274
2023-11-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3058199.2,1529
2023-11-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1746825.3,1165
2023-11-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,642352.6,1285
2023-12-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,13413668.6,6707
2023-12-01,MH,Maharashtra,dairy,amox,Amoxicillin,9539162.3,6359
2023-12-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4201222.0,8402
2023-12-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,11749631.3,5875
2023-12-01,MH,Maharashtra,poultry,amox,Amoxicillin,7835443.4,5224
2023-12-01,MH,Maharashtra,poultry,enro,Enrofloxacin,2648255.6,5297
2023-12-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,4998368.8,2499
2023-12-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,2703890.7,1803
2023-12-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1478832.0,2958
2023-12-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,10100620.0,5050
2023-12-01,GJ,Gujarat,dairy,amox,Amoxicillin,6527860.6,4352
2023-12-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2679382.7,5359
2023-12-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,7110783.4,3555
2023-12-01,GJ,Gujarat,poultry,amox,Amoxicillin,4944116.2,3296
2023-12-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1901680.3,3803
2023-12-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,4020227.6,2010
2023-12-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2268492.4,1512
2023-12-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,882857.6,1766
2023-12-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,13506824.6,6753
2023-12-01,RJ,Rajasthan,dairy,amox,Amoxicillin,8748215.4,5832
2023-12-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4338129.7,8676
2023-12-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,9434724.5,4717
2023-12-01,RJ,Rajasthan,poultry,amox,Amoxicillin,6336888.2,4225
2023-12-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2297534.8,4595
2023-12-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,4650000.7,2325
2023-12-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,2952621.8,1968
2023-12-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1270368.0,2541
2023-12-01,PB,Punjab,dairy,oxy,Oxytetracycline,12231610.2,6116
2023-12-01,PB,Punjab,dairy,amox,Amoxicillin,5734118.4,3823
2023-12-01,PB,Punjab,dairy,enro,Enrofloxacin,2837304.9,5675
2023-12-01,PB,Punjab,poultry,oxy,Oxytetracycline,6018428.9,3009
2023-12-01,PB,Punjab,poultry,amox,Amoxicillin,4479980.1,2987
2023-12-01,PB,Punjab,poultry,enro,Enrofloxacin,1783386.8,3567
2023-12-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,3688458.0,1844
2023-12-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2311742.3,1541
2023-12-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,908971.3,1818
2023-12-01,KA,Karnataka,dairy,oxy,Oxytetracycline,7763654.6,3882
2023-12-01,KA,Karnataka,dairy,amox,Amoxicillin,4394306.1,2930
2023-12-01,KA,Karnataka,dairy,enro,Enrofloxacin,1692601.7,3385
2023-12-01,KA,Karnataka,poultry,oxy,Oxytetracycline,4252420.6,2126
2023-12-01,KA,Karnataka,poultry,amox,Amoxicillin,3072195.9,2048
2023-12-01,KA,Karnataka,poultry,enro,Enrofloxacin,1465264.2,2931
2023-12-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,2805629.3,1403
2023-12-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1690262.6,1127
2023-12-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,737225.9,1474
2024-01-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,19846917.2,9923
2024-01-01,MH,Maharashtra,dairy,amox,Amoxicillin,11081770.6,7388
2024-01-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4332205.0,8664
2024-01-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,11363577.9,5682
2024-01-01,MH,Maharashtra,poultry,amox,Amoxicillin,6591422.5,4394
2024-01-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3037669.8,6075
2024-01-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,5822460.6,2911
2024-01-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3099521.9,2066
2024-01-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1270201.5,2540
2024-01-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,15032493.3,7516
2024-01-01,GJ,Gujarat,dairy,amox,Amoxicillin,9343175.4,6229
2024-01-01,GJ,Gujarat,dairy,enro,Enrofloxacin,3260085.4,6520
2024-01-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,7232089.3,3616
2024-01-01,GJ,Gujarat,poultry,amox,Amoxicillin,5323932.6,3549
2024-01-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1720697.0,3441
2024-01-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,3826487.3,1913
2024-01-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2762773.5,1842
2024-01-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1038599.8,2077
2024-01-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,16700050.1,8350
2024-01-01,RJ,Rajasthan,dairy,amox,Amoxicillin,10153215.5,6769
2024-01-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4445984.1,8892
2024-01-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,11109440.3,5555
2024-01-01,RJ,Rajasthan,poultry,amox,Amoxicillin,6070702.5,4047
2024-01-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2668171.5,5336
2024-01-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,4326481.0,2163
2024-01-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3345617.7,2230
2024-01-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1282709.6,2565
2024-01-01,PB,Punjab,dairy,oxy,Oxytetracycline,10382734.9,5191
2024-01-01,PB,Punjab,dairy,amox,Amoxicillin,6661648.8,4441
2024-01-01,PB,Punjab,dairy,enro,Enrofloxacin,2940109.1,5880
2024-01-01,PB,Punjab,poultry,oxy,Oxytetracycline,7522813.9,3761
2024-01-01,PB,Punjab,poultry,amox,Amoxicillin,3691992.4,2461
2024-01-01,PB,Punjab,poultry,enro,Enrofloxacin,1778331.0,3557
2024-01-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,3664730.6,1832
2024-01-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2300735.5,1534
2024-01-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,1090085.5,2180
2024-01-01,KA,Karnataka,dairy,oxy,Oxytetracycline,9173522.2,4587
2024-01-01,KA,Karnataka,dairy,amox,Amoxicillin,6095461.4,4064
2024-01-01,KA,Karnataka,dairy,enro,Enrofloxacin,2204508.6,4409
2024-01-01,KA,Karnataka,poultry,oxy,Oxytetracycline,4720713.8,2360
2024-01-01,KA,Karnataka,poultry,amox,Amoxicillin,3063534.5,2042
2024-01-01,KA,Karnataka,poultry,enro,Enrofloxacin,1336725.5,2673
2024-01-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,2885436.6,1443
2024-01-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1561281.3,1041
2024-01-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,735907.7,1472
2024-02-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,20334372.5,10167
2024-02-01,MH,Maharashtra,dairy,amox,Amoxicillin,15329133.4,10219
2024-02-01,MH,Maharashtra,dairy,enro,Enrofloxacin,6024068.6,12048
2024-02-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,9764064.7,4882
2024-02-01,MH,Maharashtra,poultry,amox,Amoxicillin,6386608.8,4258
2024-02-01,MH,Maharashtra,poultry,enro,Enrofloxacin,2324902.8,4650
2024-02-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,5301168.6,2651
2024-02-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3579974.0,2387
2024-02-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1610712.5,3221
2024-02-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,13521445.8,6761
2024-02-01,GJ,Gujarat,dairy,amox,Amoxicillin,8395146.6,5597
2024-02-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2920705.9,5841
2024-02-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,7703907.5,3852
2024-02-01,GJ,Gujarat,poultry,amox,Amoxicillin,4310847.8,2874
2024-02-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1891372.5,3783
2024-02-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,3770761.3,1885
2024-02-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2521624.3,1681
2024-02-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,868759.2,1738
2024-02-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,16161771.3,8081
2024-02-01,RJ,Rajasthan,dairy,amox,Amoxicillin,14152211.5,9435
2024-02-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4211032.6,8422
2024-02-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,9054605.0,4527
2024-02-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7415869.9,4944
2024-02-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,3349156.1,6698
2024-02-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,4738680.4,2369
2024-02-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3184783.9,2123
2024-02-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1416485.3,2833
2024-02-01,PB,Punjab,dairy,oxy,Oxytetracycline,15661189.2,7831
2024-02-01,PB,Punjab,dairy,amox,Amoxicillin,7411886.0,4941
2024-02-01,PB,Punjab,dairy,enro,Enrofloxacin,3320938.2,6642
2024-02-01,PB,Punjab,poultry,oxy,Oxytetracycline,7727154.5,3864
2024-02-01,PB,Punjab,poultry,amox,Amoxicillin,4607531.9,3072
2024-02-01,PB,Punjab,poultry,enro,Enrofloxacin,1759250.2,3519
2024-02-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,3733430.8,1867
2024-02-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2010023.3,1340
2024-02-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,941805.5,1884
2024-02-01,KA,Karnataka,dairy,oxy,Oxytetracycline,9559746.8,4780
2024-02-01,KA,Karnataka,dairy,amox,Amoxicillin,6188508.4,4126
2024-02-01,KA,Karnataka,dairy,enro,Enrofloxacin,2364462.5,4729
2024-02-01,KA,Karnataka,poultry,oxy,Oxytetracycline,5522249.1,2761
2024-02-01,KA,Karnataka,poultry,amox,Amoxicillin,3576398.0,2384
2024-02-01,KA,Karnataka,poultry,enro,Enrofloxacin,1365139.3,2730
2024-02-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,2881181.7,1441
2024-02-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1723077.9,1149
2024-02-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,709469.0,1419
2024-03-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,18115452.8,9058
2024-03-01,MH,Maharashtra,dairy,amox,Amoxicillin,12372636.0,8248
2024-03-01,MH,Maharashtra,dairy,enro,Enrofloxacin,4890150.0,9780
2024-03-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,14043407.4,7022
2024-03-01,MH,Maharashtra,poultry,amox,Amoxicillin,8255580.7,5504
2024-03-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3050479.7,6101
2024-03-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,5482466.4,2741
2024-03-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,3240317.9,2160
2024-03-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1680026.0,3360
2024-03-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,14672447.3,7336
2024-03-01,GJ,Gujarat,dairy,amox,Amoxicillin,9201827.9,6135
2024-03-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2983308.5,5967
2024-03-01,GJ,Gujarat,poultry,oxy,Oxytetracycline,9292134.2,4646
2024-03-01,GJ,Gujarat,poultry,amox,Amoxicillin,5459653.8,3640
2024-03-01,GJ,Gujarat,poultry,enro,Enrofloxacin,1910725.5,3821
2024-03-01,GJ,Gujarat,small_ruminants,oxy,Oxytetracycline,4141291.8,2071
2024-03-01,GJ,Gujarat,small_ruminants,amox,Amoxicillin,2739587.3,1826
2024-03-01,GJ,Gujarat,small_ruminants,enro,Enrofloxacin,1104347.0,2209
2024-03-01,RJ,Rajasthan,dairy,oxy,Oxytetracycline,18073895.9,9037
2024-03-01,RJ,Rajasthan,dairy,amox,Amoxicillin,11319075.9,7546
2024-03-01,RJ,Rajasthan,dairy,enro,Enrofloxacin,4591708.6,9183
2024-03-01,RJ,Rajasthan,poultry,oxy,Oxytetracycline,11242518.2,5621
2024-03-01,RJ,Rajasthan,poultry,amox,Amoxicillin,7803815.5,5203
2024-03-01,RJ,Rajasthan,poultry,enro,Enrofloxacin,2082572.5,4165
2024-03-01,RJ,Rajasthan,small_ruminants,oxy,Oxytetracycline,5525775.0,2763
2024-03-01,RJ,Rajasthan,small_ruminants,amox,Amoxicillin,3538354.8,2359
2024-03-01,RJ,Rajasthan,small_ruminants,enro,Enrofloxacin,1474346.8,2949
2024-03-01,PB,Punjab,dairy,oxy,Oxytetracycline,12590531.8,6295
2024-03-01,PB,Punjab,dairy,amox,Amoxicillin,6619533.8,4413
2024-03-01,PB,Punjab,dairy,enro,Enrofloxacin,3412726.6,6825
2024-03-01,PB,Punjab,poultry,oxy,Oxytetracycline,9121416.7,4561
2024-03-01,PB,Punjab,poultry,amox,Amoxicillin,4043626.9,2696
2024-03-01,PB,Punjab,poultry,enro,Enrofloxacin,2135141.2,4270
2024-03-01,PB,Punjab,small_ruminants,oxy,Oxytetracycline,3844770.5,1922
2024-03-01,PB,Punjab,small_ruminants,amox,Amoxicillin,2426216.5,1617
2024-03-01,PB,Punjab,small_ruminants,enro,Enrofloxacin,898755.2,1798
2024-03-01,KA,Karnataka,dairy,oxy,Oxytetracycline,9287829.8,4644
2024-03-01,KA,Karnataka,dairy,amox,Amoxicillin,6667241.0,4445
2024-03-01,KA,Karnataka,dairy,enro,Enrofloxacin,2568757.5,5138
2024-03-01,KA,Karnataka,poultry,oxy,Oxytetracycline,6705479.0,3353
2024-03-01,KA,Karnataka,poultry,amox,Amoxicillin,3922523.1,2615
2024-03-01,KA,Karnataka,poultry,enro,Enrofloxacin,1507124.8,3014
2024-03-01,KA,Karnataka,small_ruminants,oxy,Oxytetracycline,3430640.1,1715
2024-03-01,KA,Karnataka,small_ruminants,amox,Amoxicillin,1872398.1,1248
2024-03-01,KA,Karnataka,small_ruminants,enro,Enrofloxacin,799005.6,1598
2024-04-01,MH,Maharashtra,dairy,oxy,Oxytetracycline,15769857.6,7885
2024-04-01,MH,Maharashtra,dairy,amox,Amoxicillin,10021655.3,6681
2024-04-01,MH,Maharashtra,dairy,enro,Enrofloxacin,3791052.8,7582
2024-04-01,MH,Maharashtra,poultry,oxy,Oxytetracycline,14212876.4,7106
2024-04-01,MH,Maharashtra,poultry,amox,Amoxicillin,6988907.4,4659
2024-04-01,MH,Maharashtra,poultry,enro,Enrofloxacin,3496779.4,6994
2024-04-01,MH,Maharashtra,small_ruminants,oxy,Oxytetracycline,6249262.8,3125
2024-04-01,MH,Maharashtra,small_ruminants,amox,Amoxicillin,4359600.7,2906
2024-04-01,MH,Maharashtra,small_ruminants,enro,Enrofloxacin,1717458.4,3435
2024-04-01,GJ,Gujarat,dairy,oxy,Oxytetracycline,14041509.2,7021
2024-04-01,GJ,Gujarat,dairy,amox,Amoxicillin,7806236.2,5204
2024-04-01,GJ,Gujarat,dairy,enro,Enrofloxacin,2508295.7,5017
